CatalogProfile,FeatureType,InspPointType,MeasCrRate,NWT,MAWT,FirstWT,LastWt,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Operating-Pressure,Operating-Temperature,Quality-Factor,Matcat
PI,STRT,UTWT,0.038,3.91,1.8,3.6,3.4,137895.14,3,ASME B31.3,5791.59,121.11,API 5L Gr B,FS,50,100,35,1,CS
PI,STRT,UTWT,0.038,3.91,1.8,3.6,3.4,137895.14,3,ASME B31.3,5791.59,121.11,API 5L Gr B,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.035,8.74,1.8,8.6,8.4,137895.14,3,ASME B31.3,5791.59,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.035,8.74,1.8,8.6,8.4,137895.14,3,ASME B31.3,5791.59,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.035,8.74,1.8,8.6,8.4,137895.14,3,ASME B31.3,5791.59,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.088,8.74,1.8,9.3,8.8,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.088,8.74,1.8,9.3,8.8,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.009,5.54,1.8,5.24,5.2,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.009,5.54,1.8,5.24,5.2,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,-0.004,5.54,1.8,5.4,5.44,119279.3,3,ASME B31.3,5081.43,315.56,API 5L Gr B,FS,50,100,35,1,CS
PI,STRT,UTWT,-0.004,5.54,1.8,5.4,5.44,119279.3,3,ASME B31.3,5081.43,315.56,API 5L Gr B,FS,50,100,35,1,CS
PI,STRT,UTWT,0.004,3.91,1.8,3.82,3.8,115142.44,0,ASME B31.3,5791.59,60,A312 TP 316L,AS,50,100,35,1,SS
PI,ELBW,UTWT,0.006,3.91,1.8,4.33,4.3,115142.44,0,ASME B31.3,5791.59,60,A312 TP 316L,AS,50,100,35,1,SS
PI,ELBW,UTWT,0.006,3.91,1.8,4.33,4.3,115142.44,0,ASME B31.3,5791.59,60,A312 TP 316L,AS,50,100,35,1,SS
PI,REDU,UTWT,0.039,3.91,1.8,5.89,5.7,115142.44,0,ASME B31.3,5791.59,60,A312 TP 316L,AS,50,100,35,1,SS
PI,ELBW,UTWT,0.005,5.54,1.8,5.8,5.77,119279.3,3,ASME B31.3,2068.43,315.56,A234 Gr WPB,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.005,5.54,1.8,5.8,5.77,119279.3,3,ASME B31.3,2068.43,315.56,A234 Gr WPB,FS,50,100,35,1,CS
PI,TEE2,RADIOGRAPHY,0.158,5.54,1.8,8.2,7.14,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,RADIOGRAPHY,0,5.54,1.8,5.42,5.42,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.158,5.54,1.8,8.2,7.14,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0,5.54,1.8,5.42,5.42,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.026,5.54,1.8,5.5,5.32,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.09,5.09,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.067,5.54,1.8,5.7,5.25,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.09,5.09,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.067,5.54,1.8,5.7,5.25,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.09,5.09,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.067,5.54,1.8,5.7,5.25,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0,5.54,1.8,5.09,5.09,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.067,5.54,1.8,5.7,5.25,137895.14,3,ASME B31.3,5791.59,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,ELBW,RADIOGRAPHY,0.053,5.54,1.8,5.7,5.34,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.053,5.54,1.8,5.7,5.34,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.053,5.54,1.8,5.7,5.34,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.398,5.54,1.8,6.2,5.52,137895.14,3,ASME B31.3,5081.43,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.398,5.54,1.8,6.2,5.52,137895.14,3,ASME B31.3,5081.43,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.015,5.54,1.8,7.2,7.1,137895.14,3,ASME B31.3,5081.43,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.115,5.54,1.8,5.9,6.2,137895.14,3,ASME B31.3,5081.43,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.028,5.54,1.8,5.9,5.68,137895.14,3,ASME B31.3,5102.12,37.78,A234 Gr WPB,FS,50,100,35,1,CS
PI,STRT,UTWT,0.088,5.54,1.8,5.4,5.13,119279.3,3,ASME B31.3,2068.43,315.56,API 5L Gr B,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.059,5.54,1.8,5.6,5.42,119279.3,3,ASME B31.3,2068.43,315.56,A234 Gr WPB,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.078,5.54,1.8,5.9,5.66,119279.3,3,ASME B31.3,2068.43,315.56,A234 Gr WPB,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.026,5.54,1.8,5.4,5.3,137895.14,3,ASME B31.3,3000,140,A234 Gr WPB,FS,50,101,35,1,CS
PI,TEE2,UTWT,0.026,5.54,1.8,7.1,7,137895.14,3,ASME B31.3,3000,140,A234 Gr WPB,FS,50,101,35,1,CS
PI,ELBW,UTWT,0.134,5.54,1.8,5.7,5.2,137895.14,3,ASME B31.3,3000,140,A234 Gr WPB,FS,50,101,35,1,CS
PI,ELBW,UTWT,0.134,5.54,1.8,5.7,5.2,137895.14,3,ASME B31.3,3000,140,A234 Gr WPB,FS,50,101,35,1,CS
PI,STRT,UTWT,0.107,5.54,1.8,5.7,5.3,137895.14,3,ASME B31.3,3000,140,API 5L Gr B,FS,50,101,35,1,CS
PI,STRT,UTWT,0.107,5.54,1.8,5.7,5.3,137895.14,3,ASME B31.3,3000,140,API 5L Gr B,FS,50,101,35,1,CS
PI,STRT,UTWT,0.134,5.54,1.8,5.2,5.29,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.166,5.54,1.8,5.4,5.19,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.134,5.54,1.8,5.2,5.29,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,STRT,UTWT,0.166,5.54,1.8,5.4,5.19,137895.14,3,ASME B31.3,5102.12,37.78,A333 Gr 6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.139,5.54,1.8,7.5,6.56,137895.14,2.5,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,TEE2,UTWT,0.115,5.54,1.8,6,5.22,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.099,5.54,1.8,5.47,5.52,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.068,5.54,1.8,5.49,5.89,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.099,5.54,1.8,5.47,5.52,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
PI,ELBW,UTWT,0.068,5.54,1.8,5.49,5.89,137895.14,3,ASME B31.3,5102.12,37.78,A420 Gr WPL6,FS,50,100,35,1,CS
