CatalogProfile,FeatureType,InspPointType,MeasCrRate,NWT,MAWT,FirstWT,LastWt,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Operating-Pressure,Operating-Temperature,Quality-Factor,Matcat
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.46,5.46,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,2.52,2.52,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.64,4.64,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.29,4.29,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.88,3.88,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.03,5.03,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.8,5.8,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.25,5.25,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,5.39,5.39,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.61,3.61,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.42,4.42,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.82,4.82,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.95,4.95,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.84,3.84,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,3.68,3.68,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
PI,STRT,UTWT,0,6.35,1.8,4.13,4.13,137895.14,3,ASME B31.3,1482.37,60,API 5L Gr B,FS,25,689.48,25,1,CS
